position,title,result_id,link,snippet,publication_info_summary,publication_info_authors_0_name,publication_info_authors_0_link,publication_info_authors_0_serpapi_scholar_link,publication_info_authors_0_author_id,publication_info_authors_1_name,publication_info_authors_1_link,publication_info_authors_1_serpapi_scholar_link,publication_info_authors_1_author_id,publication_info_authors_2_name,publication_info_authors_2_link,publication_info_authors_2_serpapi_scholar_link,publication_info_authors_2_author_id,publication_info_authors_3_name,publication_info_authors_3_link,publication_info_authors_3_serpapi_scholar_link,publication_info_authors_3_author_id,publication_info_authors_4_name,publication_info_authors_4_link,publication_info_authors_4_serpapi_scholar_link,publication_info_authors_4_author_id,resources_0_title,resources_0_file_format,resources_0_link,inline_links_serpapi_cite_link,inline_links_cited_by_total,inline_links_cited_by_link,inline_links_cited_by_cites_id,inline_links_cited_by_serpapi_scholar_link,inline_links_related_pages_link,inline_links_serpapi_related_pages_link,inline_links_versions_total,inline_links_versions_link,inline_links_versions_cluster_id,inline_links_versions_serpapi_scholar_link,inline_links_cached_page_link,type,inline_links_html_version
11,"Synthesis, tribological and hydrolysis stability study of novel benzotriazole borate derivative",7YgvaiDFC1wJ,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0083501,"Benzotriazole and borate derivatives have long been used as multifunctional additives to lubricants. A novel, environmentally friendly additive borate ester (NHB), which contains boron, …","X Liping, H Zhongyi, Q Liang, M Lin, C Aixi, H Sheng… - PloS one, 2014 - journals.plos.org",,,,,,,,,,,,,,,,,,,,,plos.org,PDF,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0083501&type=printable,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=7YgvaiDFC1wJ,15.0,"https://scholar.google.com/scholar?cites=6632611619244312813&as_sdt=80005&sciodt=0,11&hl=en&num=20",6632611619244312813,https://serpapi.com/search.json?as_sdt=80005&cites=6632611619244312813&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:7YgvaiDFC1wJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,11",https://serpapi.com/search.json?as_sdt=0%2C11&engine=google_scholar&hl=en&num=20&q=related%3A7YgvaiDFC1wJ%3Ascholar.google.com%2F&start=0,12.0,"https://scholar.google.com/scholar?cluster=6632611619244312813&hl=en&num=20&as_sdt=0,11",6632611619244312813,https://serpapi.com/search.json?as_sdt=0%2C11&cluster=6632611619244312813&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:7YgvaiDFC1wJ:scholar.google.com/+aixi&hl=en&num=20&as_sdt=0,11",,
12,A Direct Approximation of AIXI Using Logical State Abstractions,SGG8UIN0FQsJ,https://proceedings.neurips.cc/paper_files/paper/2022/hash/ed91353f700d113e5d848c7e04a858b0-Abstract-Conference.html,"… We propose a practical integration of logical state abstraction with AIXI, a Bayesian optimality notion for reinforcement learning agents, to significantly expand the model class that AIXI …","S Yang-Zhao, T Wang, KS Ng - Advances in Neural …, 2022 - proceedings.neurips.cc",S Yang-Zhao,https://scholar.google.com/citations?user=FwtCLh0AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=FwtCLh0AAAAJ&engine=google_scholar_author&hl=en,FwtCLh0AAAAJ,T Wang,https://scholar.google.com/citations?user=OfOGvmUAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=OfOGvmUAAAAJ&engine=google_scholar_author&hl=en,OfOGvmUAAAAJ,KS Ng,https://scholar.google.com/citations?user=4bL3ThUAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=4bL3ThUAAAAJ&engine=google_scholar_author&hl=en,4bL3ThUAAAAJ,,,,,,,,,neurips.cc,PDF,https://proceedings.neurips.cc/paper_files/paper/2022/file/ed91353f700d113e5d848c7e04a858b0-Paper-Conference.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=SGG8UIN0FQsJ,4.0,"https://scholar.google.com/scholar?cites=798672616272191816&as_sdt=80005&sciodt=0,11&hl=en&num=20",798672616272191816,https://serpapi.com/search.json?as_sdt=80005&cites=798672616272191816&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:SGG8UIN0FQsJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,11",https://serpapi.com/search.json?as_sdt=0%2C11&engine=google_scholar&hl=en&num=20&q=related%3ASGG8UIN0FQsJ%3Ascholar.google.com%2F&start=0,4.0,"https://scholar.google.com/scholar?cluster=798672616272191816&hl=en&num=20&as_sdt=0,11",798672616272191816,https://serpapi.com/search.json?as_sdt=0%2C11&cluster=798672616272191816&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:SGG8UIN0FQsJ:scholar.google.com/+aixi&hl=en&num=20&as_sdt=0,11",,
13,Treatment of serious femoral neck fractures with the transposition of vascularized greater trochanter bone flap in young adults,cejbVu3-0UsJ,https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0031-1278709,"Femoral neck fractures in young adults are not uncommon in clinical work. For fresh fractures or old femoral neck fractures of subcapital type or Garden types III to IV, femoris caput …","P Zhenyu, Y Aixi, Y Guo-Rong… - Journal of …, 2011 - thieme-connect.com",,,,,,,,,,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=cejbVu3-0UsJ,9.0,"https://scholar.google.com/scholar?cites=5463428118295079025&as_sdt=80005&sciodt=0,11&hl=en&num=20",5463428118295079025,https://serpapi.com/search.json?as_sdt=80005&cites=5463428118295079025&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:cejbVu3-0UsJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,11",https://serpapi.com/search.json?as_sdt=0%2C11&engine=google_scholar&hl=en&num=20&q=related%3AcejbVu3-0UsJ%3Ascholar.google.com%2F&start=0,7.0,"https://scholar.google.com/scholar?cluster=5463428118295079025&hl=en&num=20&as_sdt=0,11",5463428118295079025,https://serpapi.com/search.json?as_sdt=0%2C11&cluster=5463428118295079025&engine=google_scholar&hl=en&num=20,,,
14,On the computability of AIXI,GN4WxQFmLrMJ,https://arxiv.org/abs/1510.05572,"… learning agent AIXI are proposed … AIXI is not limit computable, thus it cannot be approximated using finite computation. Our main result is a limit-computable ε-optimal version of AIXI …","J Leike, M Hutter - arXiv preprint arXiv:1510.05572, 2015 - arxiv.org",J Leike,https://scholar.google.com/citations?user=beiWcokAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=beiWcokAAAAJ&engine=google_scholar_author&hl=en,beiWcokAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,,,,,arxiv.org,PDF,https://arxiv.org/pdf/1510.05572,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=GN4WxQFmLrMJ,9.0,"https://scholar.google.com/scholar?cites=12911369339505401368&as_sdt=80005&sciodt=0,11&hl=en&num=20",12911369339505401368,https://serpapi.com/search.json?as_sdt=80005&cites=12911369339505401368&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:GN4WxQFmLrMJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,11",https://serpapi.com/search.json?as_sdt=0%2C11&engine=google_scholar&hl=en&num=20&q=related%3AGN4WxQFmLrMJ%3Ascholar.google.com%2F&start=0,14.0,"https://scholar.google.com/scholar?cluster=12911369339505401368&hl=en&num=20&as_sdt=0,11",12911369339505401368,https://serpapi.com/search.json?as_sdt=0%2C11&cluster=12911369339505401368&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:GN4WxQFmLrMJ:scholar.google.com/+aixi&hl=en&num=20&as_sdt=0,11",,
15,"AIXI, FEP-AI, and integrated world models: Towards a unified understanding of intelligence and consciousness",O1XO9px8W-cJ,https://link.springer.com/chapter/10.1007/978-3-031-28719-0_18,"… was given a formal description in AIXI, a provably-optimal model … AIXI agents use this principle in selecting programs that … connections between FEP-AI and AIXI is beyond the scope of …","A Safron - International Workshop on Active Inference, 2022 - Springer",A Safron,https://scholar.google.com/citations?user=dZOoilgAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=dZOoilgAAAAJ&engine=google_scholar_author&hl=en,dZOoilgAAAAJ,,,,,,,,,,,,,,,,,osf.io,PDF,https://osf.io/preprints/psyarxiv/4qkjp/download,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=O1XO9px8W-cJ,2.0,"https://scholar.google.com/scholar?cites=16671055459239482683&as_sdt=80005&sciodt=0,11&hl=en&num=20",16671055459239482683,https://serpapi.com/search.json?as_sdt=80005&cites=16671055459239482683&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:O1XO9px8W-cJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,11",https://serpapi.com/search.json?as_sdt=0%2C11&engine=google_scholar&hl=en&num=20&q=related%3AO1XO9px8W-cJ%3Ascholar.google.com%2F&start=0,11.0,"https://scholar.google.com/scholar?cluster=16671055459239482683&hl=en&num=20&as_sdt=0,11",16671055459239482683,https://serpapi.com/search.json?as_sdt=0%2C11&cluster=16671055459239482683&engine=google_scholar&hl=en&num=20,,,
16,Principles of Solomonoff induction and AIXI,HUJ4hExZBGAJ,https://link.springer.com/chapter/10.1007/978-3-642-44958-1_30,"… Furthermore, we discuss extensions to the full AI case to derive AIXI. … Here we take a closer look at what principles underlie Solomonoff induction and the AIXI agent. We are …","P Sunehag, M Hutter - … Probability and Friends. Bayesian Prediction and …, 2013 - Springer",P Sunehag,https://scholar.google.com/citations?user=7QcT04EAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7QcT04EAAAAJ&engine=google_scholar_author&hl=en,7QcT04EAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,,,,,arxiv.org,PDF,https://arxiv.org/pdf/1111.6117,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=HUJ4hExZBGAJ,11.0,"https://scholar.google.com/scholar?cites=6918753112722784797&as_sdt=80005&sciodt=0,11&hl=en&num=20",6918753112722784797,https://serpapi.com/search.json?as_sdt=80005&cites=6918753112722784797&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:HUJ4hExZBGAJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,11",https://serpapi.com/search.json?as_sdt=0%2C11&engine=google_scholar&hl=en&num=20&q=related%3AHUJ4hExZBGAJ%3Ascholar.google.com%2F&start=0,11.0,"https://scholar.google.com/scholar?cluster=6918753112722784797&hl=en&num=20&as_sdt=0,11",6918753112722784797,https://serpapi.com/search.json?as_sdt=0%2C11&cluster=6918753112722784797&engine=google_scholar&hl=en&num=20,,,
17,A computational approximation to the AIXI model,4NJTQM1DCJUJ,https://books.google.com/books?hl=en&lr=&id=a_ZR81Z25z0C&oi=fnd&pg=PA256&dq=aixi&ots=n50Zxty2OI&sig=aD8IvhSLhUyn0Q4X9TI8X2HsbBo,"Universal induction solves in principle the problem of choosing a prior to achieve optimal inductive inference. The AIXI theory, which combines control theory and universal induction, …","S Pankov - FRONTIERS IN ARTIFICIAL INTELLIGENCE AND …, 2008 - books.google.com",,,,,,,,,,,,,,,,,,,,,researchgate.net,PDF,https://www.researchgate.net/profile/Sergey-Pankov/publication/221328965_A_computational_approximation_to_the_AIXI_model/links/61a127a96b9a6f0967074708/A-computational-approximation-to-the-AIXI-model.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=4NJTQM1DCJUJ,11.0,"https://scholar.google.com/scholar?cites=10738907860291539680&as_sdt=80005&sciodt=0,11&hl=en&num=20",10738907860291539680,https://serpapi.com/search.json?as_sdt=80005&cites=10738907860291539680&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:4NJTQM1DCJUJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,11",https://serpapi.com/search.json?as_sdt=0%2C11&engine=google_scholar&hl=en&num=20&q=related%3A4NJTQM1DCJUJ%3Ascholar.google.com%2F&start=0,5.0,"https://scholar.google.com/scholar?cluster=10738907860291539680&hl=en&num=20&as_sdt=0,11",10738907860291539680,https://serpapi.com/search.json?as_sdt=0%2C11&cluster=10738907860291539680&engine=google_scholar&hl=en&num=20,,,
18,On the computability of Solomonoff induction and AIXI,7VLoT6vM0zEJ,https://www.sciencedirect.com/science/article/pii/S0304397517308502,"… learning agent AIXI are … that AIXI is not limit computable, thus it cannot be approximated using finite computation. However there are limit computable ε-optimal approximations to AIXI. …","J Leike, M Hutter - Theoretical Computer Science, 2018 - Elsevier",J Leike,https://scholar.google.com/citations?user=beiWcokAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=beiWcokAAAAJ&engine=google_scholar_author&hl=en,beiWcokAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,,,,,sciencedirect.com,HTML,https://www.sciencedirect.com/science/article/pii/S0304397517308502,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=7VLoT6vM0zEJ,8.0,"https://scholar.google.com/scholar?cites=3590438364096516845&as_sdt=80005&sciodt=0,11&hl=en&num=20",3590438364096516845,https://serpapi.com/search.json?as_sdt=80005&cites=3590438364096516845&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:7VLoT6vM0zEJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,11",https://serpapi.com/search.json?as_sdt=0%2C11&engine=google_scholar&hl=en&num=20&q=related%3A7VLoT6vM0zEJ%3Ascholar.google.com%2F&start=0,4.0,"https://scholar.google.com/scholar?cluster=3590438364096516845&hl=en&num=20&as_sdt=0,11",3590438364096516845,https://serpapi.com/search.json?as_sdt=0%2C11&cluster=3590438364096516845&engine=google_scholar&hl=en&num=20,,Html,https://www.sciencedirect.com/science/article/pii/S0304397517308502
19,Optimistic AIXI,dbYFpahznb4J,https://link.springer.com/chapter/10.1007/978-3-642-35506-6_32,… AIXI … of AIXI and replacing it with optimism. Optimism is often used to encourage exploration in the more restrictive Markov Decision Process setting and it alleviates the problem that AIXI …,"P Sunehag, M Hutter - … : 5th International Conference, AGI 2012, Oxford …, 2012 - Springer",P Sunehag,https://scholar.google.com/citations?user=7QcT04EAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7QcT04EAAAAJ&engine=google_scholar_author&hl=en,7QcT04EAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,,,,,hutter1.net,PDF,http://www.hutter1.net/publ/aixiopt.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=dbYFpahznb4J,11.0,"https://scholar.google.com/scholar?cites=13735261606710195829&as_sdt=80005&sciodt=0,11&hl=en&num=20",13735261606710195829,https://serpapi.com/search.json?as_sdt=80005&cites=13735261606710195829&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:dbYFpahznb4J:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,11",https://serpapi.com/search.json?as_sdt=0%2C11&engine=google_scholar&hl=en&num=20&q=related%3AdbYFpahznb4J%3Ascholar.google.com%2F&start=0,11.0,"https://scholar.google.com/scholar?cluster=13735261606710195829&hl=en&num=20&as_sdt=0,11",13735261606710195829,https://serpapi.com/search.json?as_sdt=0%2C11&cluster=13735261606710195829&engine=google_scholar&hl=en&num=20,,,
0,Synthesis and fungicidal activities of 2-{oxy}alkanamides containing dihydrobenzofuran,wvUuxkCuGmEJ,https://www.degruyter.com/document/doi/10.1515/hc-2017-0245/html,"In order to find new compounds with high fungicidal activity, acetamide derivatives 4a–x were rationally designed, synthesized, characterized and tested against various fungi in vivo. …","L Wan, Y Zihui, H Aixi, Y Jiao, O Xiaoming… - Heterocyclic …, 2018 - degruyter.com",,,,,,,,,,,,,,,,,,,,,degruyter.com,PDF,https://www.degruyter.com/document/doi/10.1515/hc-2017-0245/pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=wvUuxkCuGmEJ,3.0,"https://scholar.google.com/scholar?cites=6997096564299593154&as_sdt=2005&sciodt=0,5&hl=en&num=20",6997096564299593154,https://serpapi.com/search.json?as_sdt=2005&cites=6997096564299593154&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:wvUuxkCuGmEJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AwvUuxkCuGmEJ%3Ascholar.google.com%2F&start=20,2.0,"https://scholar.google.com/scholar?cluster=6997096564299593154&hl=en&num=20&as_sdt=0,5",6997096564299593154,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=6997096564299593154&engine=google_scholar&hl=en&num=20,,,
1,On ensemble techniques for AIXI approximation,9LETn26PAmkJ,https://link.springer.com/chapter/10.1007/978-3-642-35506-6_35,… One of the key challenges in AIXI approximation is model class … ensemble techniques for approximate AIXI agents. Each … to play an important role in future AIXI approximations. …,"J Veness, P Sunehag, M Hutter - International Conference on Artificial …, 2012 - Springer",J Veness,https://scholar.google.com/citations?user=_iYrAxEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=_iYrAxEAAAAJ&engine=google_scholar_author&hl=en,_iYrAxEAAAAJ,P Sunehag,https://scholar.google.com/citations?user=7QcT04EAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7QcT04EAAAAJ&engine=google_scholar_author&hl=en,7QcT04EAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,agi-conf.org,PDF,https://www.agi-conf.org/2012/wp-content/uploads/2012/12/paper_23.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=9LETn26PAmkJ,9.0,"https://scholar.google.com/scholar?cites=7566768029213897204&as_sdt=2005&sciodt=0,5&hl=en&num=20",7566768029213897204,https://serpapi.com/search.json?as_sdt=2005&cites=7566768029213897204&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:9LETn26PAmkJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3A9LETn26PAmkJ%3Ascholar.google.com%2F&start=20,14.0,"https://scholar.google.com/scholar?cluster=7566768029213897204&hl=en&num=20&as_sdt=0,5",7566768029213897204,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=7566768029213897204&engine=google_scholar&hl=en&num=20,,,
2,Study on creation of artistic conception in modern clothing design.,GSKyvVq_LV4J,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10031456&AN=151746443&h=rFT3o48OSwjU0pXuqSr4HioBieGHkFE%2FBEqQecmNieuYsyR8PFmxLyh8wW4QAqpWM%2F6d3Yp%2B8yYXSlT7UIwyKQ%3D%3D&crl=c,"In order to explore the significance of artistic conception aesthetics theory to modern clothing design, Heaven Gaia was taken as an example, the principles and specific application form …","Z Aixi, GUO Fengqiu - Wool Textile Journal, 2021 - search.ebscohost.com",,,,,,,,,,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=GSKyvVq_LV4J,1.0,"https://scholar.google.com/scholar?cites=6786290609967735321&as_sdt=2005&sciodt=0,5&hl=en&num=20",6786290609967735321,https://serpapi.com/search.json?as_sdt=2005&cites=6786290609967735321&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:GSKyvVq_LV4J:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AGSKyvVq_LV4J%3Ascholar.google.com%2F&start=20,,,,,,,
