position,title,result_id,link,snippet,publication_info_summary,publication_info_authors_0_name,publication_info_authors_0_link,publication_info_authors_0_serpapi_scholar_link,publication_info_authors_0_author_id,publication_info_authors_1_name,publication_info_authors_1_link,publication_info_authors_1_serpapi_scholar_link,publication_info_authors_1_author_id,publication_info_authors_2_name,publication_info_authors_2_link,publication_info_authors_2_serpapi_scholar_link,publication_info_authors_2_author_id,publication_info_authors_3_name,publication_info_authors_3_link,publication_info_authors_3_serpapi_scholar_link,publication_info_authors_3_author_id,publication_info_authors_4_name,publication_info_authors_4_link,publication_info_authors_4_serpapi_scholar_link,publication_info_authors_4_author_id,resources_0_title,resources_0_file_format,resources_0_link,inline_links_serpapi_cite_link,inline_links_cited_by_total,inline_links_cited_by_link,inline_links_cited_by_cites_id,inline_links_cited_by_serpapi_scholar_link,inline_links_related_pages_link,inline_links_serpapi_related_pages_link,inline_links_versions_total,inline_links_versions_link,inline_links_versions_cluster_id,inline_links_versions_serpapi_scholar_link,inline_links_cached_page_link,type,inline_links_html_version
3,Ecological landscape design of urban wetland park: a case study of the Aixi Lake Wetland Park in Nanchang City,iiMQR0sACwMJ,https://search.proquest.com/openview/1139b42e24a2e5ac4c72e00f8a477bb2/1?pq-origsite=gscholar&cbl=1596366,"Wetland as one of the natural landscapes with the richest biodiversity and most closely related to our life is widely distributed all around the world, and capable of storing flood, …","L Wenjing, L Qi - Journal of landscape Research, 2015 - search.proquest.com",,,,,,,,,,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=iiMQR0sACwMJ,4.0,"https://scholar.google.com/scholar?cites=219269330172388234&as_sdt=2005&sciodt=0,5&hl=en&num=20",219269330172388234,https://serpapi.com/search.json?as_sdt=2005&cites=219269330172388234&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:iiMQR0sACwMJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AiiMQR0sACwMJ%3Ascholar.google.com%2F&start=20,4.0,"https://scholar.google.com/scholar?cluster=219269330172388234&hl=en&num=20&as_sdt=0,5",219269330172388234,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=219269330172388234&engine=google_scholar&hl=en&num=20,,,
4,Computable Variants of AIXI which are More Powerful than AIXI,lp93AMSHiFUJ,https://sciendo.com/article/10.2478/jagi-2019-0001?content-tab=abstract,"… that generalize the definition of AIXI to support a broader class … that is our formalization of generalized AIXI, when using a model … Before defining AIXI, we define (finite) lists, because AIXI …","S Katayama - Journal of Artificial General Intelligence, 2019 - sciendo.com",,,,,,,,,,,,,,,,,,,,,sciendo.com,PDF,https://sciendo.com/pdf/10.2478/jagi-2019-0001,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=lp93AMSHiFUJ,3.0,"https://scholar.google.com/scholar?cites=6163325365947703190&as_sdt=2005&sciodt=0,5&hl=en&num=20",6163325365947703190,https://serpapi.com/search.json?as_sdt=2005&cites=6163325365947703190&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:lp93AMSHiFUJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3Alp93AMSHiFUJ%3Ascholar.google.com%2F&start=20,5.0,"https://scholar.google.com/scholar?cluster=6163325365947703190&hl=en&num=20&as_sdt=0,5",6163325365947703190,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=6163325365947703190&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:lp93AMSHiFUJ:scholar.google.com/+aixi&hl=en&num=20&as_sdt=0,5",,
5,An Augmented Reality-Based Proving Ground Vehicle-in-the-Loop Test Platform,3PSLmIoC_KkJ,https://ebooks.iospress.nl/volumearticle/67318,One of the biggest challenges in validating the electronic equipment of vehicles is finding suitable methods for virtual testing and simulating real-world scenarios as accurately as …,"L Weiguo, X Zhiyu, Y Aixi, L Guodong… - Emerging Cutting-Edge …, 2024 - ebooks.iospress.nl",,,,,,,,,,,,,,,,,,,,,iospress.nl,PDF,https://ebooks.iospress.nl/pdf/doi/10.3233/ATDE240017,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=3PSLmIoC_KkJ,,,,,"https://scholar.google.com/scholar?q=related:3PSLmIoC_KkJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3A3PSLmIoC_KkJ%3Ascholar.google.com%2F&start=20,2.0,"https://scholar.google.com/scholar?cluster=12248667880828957916&hl=en&num=20&as_sdt=0,5",12248667880828957916,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=12248667880828957916&engine=google_scholar&hl=en&num=20,,,
6,Reflective variants of Solomonoff induction and AIXI,DP9ei6njKAoJ,https://link.springer.com/chapter/10.1007/978-3-319-21365-1_7,"Solomonoff induction and AIXI model their environment as an arbitrary Turing machine, but are themselves uncomputable. This fails to capture an essential property of real-world agents…","B Fallenstein, N Soares, J Taylor - International Conference on Artificial …, 2015 - Springer",N Soares,https://scholar.google.com/citations?user=_OXcDeMAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=_OXcDeMAAAAJ&engine=google_scholar_author&hl=en,_OXcDeMAAAAJ,J Taylor,https://scholar.google.com/citations?user=UoX8VmQAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=UoX8VmQAAAAJ&engine=google_scholar_author&hl=en,UoX8VmQAAAAJ,,,,,,,,,,,,,semanticscholar.org,PDF,https://pdfs.semanticscholar.org/a440/fc675bed02d9cc850813a8b99721d1fb7a48.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=DP9ei6njKAoJ,3.0,"https://scholar.google.com/scholar?cites=732085256774942476&as_sdt=2005&sciodt=0,5&hl=en&num=20",732085256774942476,https://serpapi.com/search.json?as_sdt=2005&cites=732085256774942476&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:DP9ei6njKAoJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3ADP9ei6njKAoJ%3Ascholar.google.com%2F&start=20,11.0,"https://scholar.google.com/scholar?cluster=732085256774942476&hl=en&num=20&as_sdt=0,5",732085256774942476,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=732085256774942476&engine=google_scholar&hl=en&num=20,,,
7,Universal algorithmic intelligence: A mathematical top→ down approach,Nki_FyJ656AJ,https://link.springer.com/chapter/10.1007/978-3-540-68677-4_8,"… resulting AIXI model is the most intelligent unbiased agent possible. We outline how the AIXI … The major drawback of the AIXI model is that it is uncomputable. To overcome this problem, …","M Hutter - Artificial general intelligence, 2007 - Springer",M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,,,,,,,,,arxiv.org,PDF,https://arxiv.org/pdf/cs/0701125,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=Nki_FyJ656AJ,122.0,"https://scholar.google.com/scholar?cites=11594370052534519862&as_sdt=2005&sciodt=0,5&hl=en&num=20",11594370052534519862,https://serpapi.com/search.json?as_sdt=2005&cites=11594370052534519862&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:Nki_FyJ656AJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3ANki_FyJ656AJ%3Ascholar.google.com%2F&start=20,19.0,"https://scholar.google.com/scholar?cluster=11594370052534519862&hl=en&num=20&as_sdt=0,5",11594370052534519862,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=11594370052534519862&engine=google_scholar&hl=en&num=20,,,
8,A theory of universal artificial intelligence based on algorithmic complexity,DIoSNnl1wBQJ,https://arxiv.org/abs/cs/0004001,"… , how the AIXI model can formally solve them. The major drawback of the AIXI model is that it is uncomputable. To overcome this problem, we construct a modified algorithm AIXI-tl, …","M Hutter - arXiv preprint cs/0004001, 2000 - arxiv.org",M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,,,,,,,,,arxiv.org,PDF,https://arxiv.org/pdf/cs/0004001,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=DIoSNnl1wBQJ,99.0,"https://scholar.google.com/scholar?cites=1495324239745681932&as_sdt=2005&sciodt=0,5&hl=en&num=20",1495324239745681932,https://serpapi.com/search.json?as_sdt=2005&cites=1495324239745681932&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:DIoSNnl1wBQJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3ADIoSNnl1wBQJ%3Ascholar.google.com%2F&start=20,6.0,"https://scholar.google.com/scholar?cluster=1495324239745681932&hl=en&num=20&as_sdt=0,5",1495324239745681932,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=1495324239745681932&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:DIoSNnl1wBQJ:scholar.google.com/+aixi&hl=en&num=20&as_sdt=0,5",,
9,Bad universal priors and notions of optimality,01wih_mhK60J,https://proceedings.mlr.press/v40/Leike15.html,"… unlucky or adversarial choices of the UTM cause AIXI to misbehave drastically. We show that Legg… for AIXI. While it may still serve as a gold standard for AI, our results imply that AIXI is a …","J Leike, M Hutter - Conference on Learning Theory, 2015 - proceedings.mlr.press",J Leike,https://scholar.google.com/citations?user=beiWcokAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=beiWcokAAAAJ&engine=google_scholar_author&hl=en,beiWcokAAAAJ,M Hutter,https://scholar.google.com/citations?user=7hmCntEAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=7hmCntEAAAAJ&engine=google_scholar_author&hl=en,7hmCntEAAAAJ,,,,,,,,,,,,,mlr.press,PDF,http://proceedings.mlr.press/v40/Leike15.pdf,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=01wih_mhK60J,46.0,"https://scholar.google.com/scholar?cites=12478245285646195923&as_sdt=2005&sciodt=0,5&hl=en&num=20",12478245285646195923,https://serpapi.com/search.json?as_sdt=2005&cites=12478245285646195923&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:01wih_mhK60J:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3A01wih_mhK60J%3Ascholar.google.com%2F&start=20,9.0,"https://scholar.google.com/scholar?cluster=12478245285646195923&hl=en&num=20&as_sdt=0,5",12478245285646195923,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=12478245285646195923&engine=google_scholar&hl=en&num=20,"http://scholar.googleusercontent.com/scholar?q=cache:01wih_mhK60J:scholar.google.com/+aixi&hl=en&num=20&as_sdt=0,5",,
10,Strategies suggested for emergency diagnosis and treatment of traumatic orthopedicsin the epidemic periodof Corona Virus Disease 2019,-6ulAviPefAJ,https://pesquisa.bvsalud.org/global-literature-on-novel-coronavirus-2019-ncov/resource/pt/covidwho-2086,Objective@# To suggest strategies for emergency diagnosis and treatment of trauma orthopedics in the epidemic period of Corona Virus Disease 2019 (COVID-19).@* Methods@# In …,"Y Yue, YU Aixi, X Wenxia, SUN Zhibo… - Chinese Journal of …, 2020 - pesquisa.bvsalud.org",,,,,,,,,,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=-6ulAviPefAJ,,,,,"https://scholar.google.com/scholar?q=related:-6ulAviPefAJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3A-6ulAviPefAJ%3Ascholar.google.com%2F&start=20,2.0,"https://scholar.google.com/scholar?cluster=17328039336643767291&hl=en&num=20&as_sdt=0,5",17328039336643767291,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=17328039336643767291&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:-6ulAviPefAJ:scholar.google.com/+aixi&hl=en&num=20&as_sdt=0,5",,
11,"How does Social Capital Improve Farmers' Credit?——Based on Empirical Study on Network, Trust and Standardization",7i89agW2mxsJ,https://cjlc.zufe.edu.cn/EN/abstract/abstract1197.shtml,"Abstract: Based on social capital's three dimensions of the network, trust and standardization, the paper analyzes social capital's impact on farmers' inclination and ability to repay by …","LI Aixi, C Jingping, Z Minghao - Collected Essays on Finance and …, 2017 - cjlc.zufe.edu.cn",,,,,,,,,,,,,,,,,,,,,zufe.edu.cn,PDF,https://cjlc.zufe.edu.cn/EN/article/downloadArticleFile.do?attachType=PDF&id=1197,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=7i89agW2mxsJ,,,,,"https://scholar.google.com/scholar?q=related:7i89agW2mxsJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3A7i89agW2mxsJ%3Ascholar.google.com%2F&start=20,,,,,"https://scholar.googleusercontent.com/scholar?q=cache:7i89agW2mxsJ:scholar.google.com/+aixi&hl=en&num=20&as_sdt=0,5",,
12,"Geochemical characteristics and resource potential of source rocks in Aixi Sag, Yingen-Ejinaqi Basin",JuZyxjFHlb8J,https://www.sysydz.net/en/article/doi/10.11781/sysydz2022061048?viewType=HTML,"In order to clarify the source rock conditions and oil/gas potential of the Aixi Sag in the Yingen-Ejinaqi Basin, based on the analytical results of mudstone samples from two exploratory …","Z Yaxiong, C Zhijun, GAO Yiwen, W Xiaoduo… - 石油实验地质, 2022 - sysydz.net",,,,,,,,,,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=JuZyxjFHlb8J,,,,,"https://scholar.google.com/scholar?q=related:JuZyxjFHlb8J:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AJuZyxjFHlb8J%3Ascholar.google.com%2F&start=20,2.0,"https://scholar.google.com/scholar?cluster=13805018511882511910&hl=en&num=20&as_sdt=0,5",13805018511882511910,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=13805018511882511910&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:JuZyxjFHlb8J:scholar.google.com/+aixi&hl=en&num=20&as_sdt=0,5",,
13,Study on application of biogas slurry in cyclic utilization of sugarcane leaves.,nxs251SDBooJ,https://www.cabidigitallibrary.org/doi/full/10.5555/20193090303,The application potential and approaches of biogas slurry in the cyclic utilization of sugarcane leaves were studied. In the experiment for biogas production through anaerobic …,"SAX Shen AiXi, CLM Chen LiuMeng, CK Chen Kui… - 2014 - cabidigitallibrary.org",,,,,,,,,,,,,,,,,,,,,cabidigitallibrary.org,PDF,https://www.cabidigitallibrary.org/doi/pdf/10.5555/20193090303,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=nxs251SDBooJ,,,,,"https://scholar.google.com/scholar?q=related:nxs251SDBooJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3Anxs251SDBooJ%3Ascholar.google.com%2F&start=20,,,,,,,
14,AIXI Responses to Newcomblike Problems,VawuHzPGpvcJ,https://osf.io/preprints/kjrx9/,"… We provide a rigorous analysis of AIXI’s … AIXI lacks good convergence properties, we chose to focus the analysis on determining whether an environment appears computable to AIXI, …",D Zagami - osf.io,,,,,,,,,,,,,,,,,,,,,osf.io,PDF,https://osf.io/kjrx9/download,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=VawuHzPGpvcJ,,,,,"https://scholar.google.com/scholar?q=related:VawuHzPGpvcJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AVawuHzPGpvcJ%3Ascholar.google.com%2F&start=20,6.0,"https://scholar.google.com/scholar?cluster=17845168496370953301&hl=en&num=20&as_sdt=0,5",17845168496370953301,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=17845168496370953301&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:VawuHzPGpvcJ:scholar.google.com/+aixi&hl=en&num=20&as_sdt=0,5",,
15,Calculation of Li-like Al ion energy level structure and Ab initio AIXI spectral property,RgD-7MLMeKYJ,https://www.osti.gov/etdeweb/biblio/20089460,"… (HFR) Self-consistent field method, calculation of Li-like Al ion energy levels in configurations 1s{sup 2}nl (n 2-7, l = 0-5), 1 snln'l' (n,n' = 2-3; l,l' = 0-2) is made and Ab initio AIXI …","F Xiongying, Y Shiying, L Xiaochang - Chinese Journal of Atomic and …, 1999 - osti.gov",,,,,,,,,,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=RgD-7MLMeKYJ,,,,,"https://scholar.google.com/scholar?q=related:RgD-7MLMeKYJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3ARgD-7MLMeKYJ%3Ascholar.google.com%2F&start=20,2.0,"https://scholar.google.com/scholar?cluster=11995562745073107014&hl=en&num=20&as_sdt=0,5",11995562745073107014,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=11995562745073107014&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:RgD-7MLMeKYJ:scholar.google.com/+aixi&hl=en&num=20&as_sdt=0,5",,
16,A Fourier AIXI Approximation (Universal AI),zbWEg7wvs6EJ,https://dl6.globalstf.org/index.php/joc/article/view/574,… AIXI is a pareto optimal theory of artificial intelligence and uses Theory of Universal … prior (if not optimal) and thereby using it in AIXI is addressed in this paper. The proposed model is …,"S Shah - GSTF Journal on Computing (JoC), 2014 - dl6.globalstf.org",S Shah,https://scholar.google.com/citations?user=uCj8uGkAAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=uCj8uGkAAAAJ&engine=google_scholar_author&hl=en,uCj8uGkAAAAJ,,,,,,,,,,,,,,,,,globalstf.org,PDF,https://dl6.globalstf.org/index.php/joc/article/viewFile/574/2104,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=zbWEg7wvs6EJ,,,,,"https://scholar.google.com/scholar?q=related:zbWEg7wvs6EJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AzbWEg7wvs6EJ%3Ascholar.google.com%2F&start=20,3.0,"https://scholar.google.com/scholar?cluster=11651709147644474829&hl=en&num=20&as_sdt=0,5",11651709147644474829,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=11651709147644474829&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:zbWEg7wvs6EJ:scholar.google.com/+aixi&hl=en&num=20&as_sdt=0,5",,
17,"… of a Homologous Series of Molecular Glassformers Sarah E. Wolf, Tianyi Liu, Shivajee Govind, Haoqiang Zhao, Georgia Huang, Aixi Zhang, Yu Wu …",pcjy3xkJFTMJ,,,Z Fakhraaia,,,,,,,,,,,,,,,,,,,,,,,,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=pcjy3xkJFTMJ,,,,,"https://scholar.google.com/scholar?q=related:pcjy3xkJFTMJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3Apcjy3xkJFTMJ%3Ascholar.google.com%2F&start=20,,,,,,Citation,
18,Is Complexity an Illusion?,OhHDaQZSeOIJ,https://arxiv.org/abs/2404.07227,"… , meaning AIXI is based on the premise that simpler models are more accurate representations of the environment. AIXI … However, Jan Leike later showed that any claim regarding AIXI’s …","MT Bennett - arXiv preprint arXiv:2404.07227, 2024 - arxiv.org",MT Bennett,https://scholar.google.com/citations?user=M4sNTn8AAAAJ&hl=en&num=20&oi=sra,https://serpapi.com/search.json?author_id=M4sNTn8AAAAJ&engine=google_scholar_author&hl=en,M4sNTn8AAAAJ,,,,,,,,,,,,,,,,,arxiv.org,PDF,https://arxiv.org/pdf/2404.07227,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=OhHDaQZSeOIJ,2.0,"https://scholar.google.com/scholar?cites=16318883437274665274&as_sdt=2005&sciodt=0,5&hl=en&num=20",16318883437274665274,https://serpapi.com/search.json?as_sdt=2005&cites=16318883437274665274&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:OhHDaQZSeOIJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AOhHDaQZSeOIJ%3Ascholar.google.com%2F&start=20,7.0,"https://scholar.google.com/scholar?cluster=16318883437274665274&hl=en&num=20&as_sdt=0,5",16318883437274665274,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=16318883437274665274&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:OhHDaQZSeOIJ:scholar.google.com/+aixi&hl=en&num=20&as_sdt=0,5",,
19,Bias and no free lunch in formal measures of intelligence,VXNbcVwT7HsJ,https://sciendo.com/pdf/10.2478/v10229-011-0004-6,"… is that AIXI uses a PUTM UAIXI to simulate all computable, deterministic environments. At time step k AIXI … Because AIXI always chooses the action with maximum expected future sum of …","B Hibbard - Journal of Artificial General Intelligence, 2009 - sciendo.com",,,,,,,,,,,,,,,,,,,,,sciendo.com,PDF,https://sciendo.com/pdf/10.2478/v10229-011-0004-6,https://serpapi.com/search.json?engine=google_scholar_cite&hl=en&q=VXNbcVwT7HsJ,39.0,"https://scholar.google.com/scholar?cites=8929533448928588629&as_sdt=2005&sciodt=0,5&hl=en&num=20",8929533448928588629,https://serpapi.com/search.json?as_sdt=2005&cites=8929533448928588629&engine=google_scholar&hl=en&num=20,"https://scholar.google.com/scholar?q=related:VXNbcVwT7HsJ:scholar.google.com/&scioq=aixi&hl=en&num=20&as_sdt=0,5",https://serpapi.com/search.json?as_sdt=0%2C5&engine=google_scholar&hl=en&num=20&q=related%3AVXNbcVwT7HsJ%3Ascholar.google.com%2F&start=20,6.0,"https://scholar.google.com/scholar?cluster=8929533448928588629&hl=en&num=20&as_sdt=0,5",8929533448928588629,https://serpapi.com/search.json?as_sdt=0%2C5&cluster=8929533448928588629&engine=google_scholar&hl=en&num=20,"https://scholar.googleusercontent.com/scholar?q=cache:VXNbcVwT7HsJ:scholar.google.com/+aixi&hl=en&num=20&as_sdt=0,5",Pdf,
